Ensembl_gene	GeneID	Symbol	Alias	Type	Family
ENSG00000130522	3727	JUND	-	TF	TF_bZIP
ENSG00000137504	-	-	-	TF	TF_bZIP
ENSG00000140044	122953	JDP2	-	TF	TF_bZIP
ENSG00000143578	148327	CREB3L4	-	TF	TF_bZIP
ENSG00000156127	10538	BATF	-	TF	TF_bZIP
ENSG00000156273	571	BACH1	-	TF	TF_bZIP
ENSG00000157613	90993	CREB3L1	-	TF	TF_bZIP
ENSG00000165030	4783	NFIL3	-	TF	TF_bZIP
ENSG00000167074	7008	TEF	-	TF	TF_bZIP
ENSG00000168062	116071	BATF2	-	TF	TF_bZIP
ENSG00000168468	-	-	-	TF	TF_bZIP
ENSG00000169136	22809	ATF5	-	TF	TF_bZIP
ENSG00000170345	2353	FOS	-	TF	TF_bZIP
ENSG00000171223	3726	JUNB	-	TF	TF_bZIP
ENSG00000175197	1649	DDIT3	-	TF	TF_bZIP
ENSG00000175592	8061	FOSL1	-	TF	TF_bZIP
ENSG00000177606	3725	JUN	-	TF	TF_bZIP
ENSG00000178573	4094	MAF	-	TF	TF_bZIP
ENSG00000182158	64764	CREB3L2	-	TF	TF_bZIP
ENSG00000182759	389692	MAFA	-	TF	TF_bZIP
ENSG00000185022	23764	MAFF	-	TF	TF_bZIP
ENSG00000197063	4097	MAFG	-	TF	TF_bZIP
ENSG00000198517	7975	MAFK	-	TF	TF_bZIP
ENSG00000204103	9935	MAFB	-	TF	TF_bZIP
ENSG00000213676	1388	ATF6B	-	TF	TF_bZIP
ENSG00000228628	-	-	-	TF	TF_bZIP
ENSG00000234539	-	-	-	TF	TF_bZIP
ENSG00000105392	1406	CRX	-	TF	TF_Otx
ENSG00000115507	5013	OTX1	-	TF	TF_Otx
ENSG00000165588	5015	OTX2	-	TF	TF_Otx
ENSG00000041988	90326	THAP3	-	TF	THAP
ENSG00000129028	56906	THAP10	-	TF	THAP
ENSG00000131931	55145	THAP1	-	TF	THAP
ENSG00000137492	5612	PRKRIR	-	TF	THAP
ENSG00000161277	199745	THAP8	-	TF	THAP
ENSG00000168152	79725	THAP9	-	TF	THAP
ENSG00000168286	57215	THAP11	-	TF	THAP
ENSG00000173451	83591	THAP2	-	TF	THAP
ENSG00000174796	152815	THAP6	-	TF	THAP
ENSG00000176946	51078	THAP4	-	TF	THAP
ENSG00000177683	168451	THAP5	-	TF	THAP
ENSG00000184436	80764	THAP7	-	TF	THAP
ENSG00000012504	9971	NR1H4	-	TF	Thyroid_hormone_receptor
ENSG00000031544	10002	NR2E3	-	TF	Thyroid_hormone_receptor
ENSG00000077092	5915	RARB	-	TF	Thyroid_hormone_receptor
ENSG00000101076	3172	HNF4A	-	TF	Thyroid_hormone_receptor
ENSG00000111424	7421	VDR	-	TF	Thyroid_hormone_receptor
ENSG00000119715	2103	ESRRB	-	TF	Thyroid_hormone_receptor
ENSG00000126351	7067	THRA	-	TF	Thyroid_hormone_receptor
ENSG00000126368	9572	NR1D1	-	TF	Thyroid_hormone_receptor
ENSG00000131759	5914	RARA	-	TF	Thyroid_hormone_receptor
ENSG00000140009	2100	ESR2	-	TF	Thyroid_hormone_receptor
ENSG00000143171	-	-	-	TF	Thyroid_hormone_receptor
ENSG00000143257	9970	NR1I3	-	TF	Thyroid_hormone_receptor
ENSG00000144852	8856	NR1I2	-	TF	Thyroid_hormone_receptor
ENSG00000151090	7068	THRB	-	TF	Thyroid_hormone_receptor
ENSG00000151623	4306	NR3C2	-	TF	Thyroid_hormone_receptor
ENSG00000164749	3174	HNF4G	-	TF	Thyroid_hormone_receptor
ENSG00000172819	5916	RARG	-	TF	Thyroid_hormone_receptor
ENSG00000186350	6256	RXRA	-	TF	Thyroid_hormone_receptor
ENSG00000196482	2104	ESRRG	-	TF	Thyroid_hormone_receptor
ENSG00000204231	6257	RXRB	-	TF	Thyroid_hormone_receptor
ENSG00000206289	-	-	-	TF	Thyroid_hormone_receptor
ENSG00000227322	-	-	-	TF	Thyroid_hormone_receptor
ENSG00000228333	-	-	-	TF	Thyroid_hormone_receptor
ENSG00000231321	-	-	-	TF	Thyroid_hormone_receptor
ENSG00000235712	-	-	-	TF	Thyroid_hormone_receptor
ENSG00000102804	8848	TSC22D1	-	TF	TSC22
ENSG00000157514	1831	TSC22D3	-	TF	TSC22
ENSG00000166925	81628	TSC22D4	-	TF	TSC22
ENSG00000196428	9819	TSC22D2	-	TF	TSC22
ENSG00000078246	7289	TULP3	-	TF	Tub
ENSG00000104804	7288	TULP2	-	TF	Tub
ENSG00000112041	7287	TULP1	-	TF	Tub
ENSG00000130338	56995	TULP4	-	TF	Tub
ENSG00000166402	7275	TUB	-	TF	Tub
ENSG00000177485	10009	ZBTB33	-	TF	ZBTB
ENSG00000011590	27033	ZBTB32	-	TF	ZBTB
ENSG00000066422	27107	ZBTB11	-	TF	ZBTB
ENSG00000085274	55892	MYNN	-	TF	ZBTB
ENSG00000089775	7597	ZBTB25	-	TF	ZBTB
ENSG00000100105	23598	PATZ1	-	TF	ZBTB
ENSG00000109906	7704	ZBTB16	-	TF	ZBTB
ENSG00000112365	9841	ZBTB24	-	TF	ZBTB
ENSG00000113916	604	BCL6	-	TF	ZBTB
ENSG00000114853	92999	ZBTB47	-	TF	ZBTB
ENSG00000116809	7709	ZBTB17	-	TF	ZBTB
ENSG00000119574	84878	ZBTB45	-	TF	ZBTB
ENSG00000125812	64412	GZF1	-	TF	ZBTB
ENSG00000126804	22890	ZBTB1	-	TF	ZBTB
ENSG00000130584	140685	ZBTB46	-	TF	ZBTB
ENSG00000160062	653121	ZBTB8A	-	TF	ZBTB
ENSG00000160685	51043	ZBTB7B	-	TF	ZBTB
ENSG00000161940	255877	BCL6B	-	TF	ZBTB
ENSG00000168826	166793	ZBTB49	-	TF	ZBTB
ENSG00000169155	23099	ZBTB43	-	TF	ZBTB
ENSG00000169635	23119	HIC2	-	TF	ZBTB
ENSG00000171448	57684	ZBTB26	-	TF	ZBTB
ENSG00000172262	7690	ZNF131	-	TF	ZBTB
ENSG00000173276	49854	ZNF295	-	TF	ZBTB
ENSG00000174282	57659	ZBTB4	-	TF	ZBTB
ENSG00000177125	403341	ZBTB34	-	TF	ZBTB
ENSG00000177311	253461	ZBTB38	-	TF	ZBTB
ENSG00000177374	3090	HIC1	-	TF	ZBTB
ENSG00000177888	360023	ZBTB41	-	TF	ZBTB
ENSG00000178951	51341	ZBTB7A	-	TF	ZBTB
ENSG00000179456	10472	ZNF238	-	TF	ZBTB
ENSG00000179627	100128927	ZBTB42	-	TF	ZBTB
ENSG00000181472	57621	ZBTB2	-	TF	ZBTB
ENSG00000181722	26137	ZBTB20	-	TF	ZBTB
ENSG00000184677	9923	ZBTB40	-	TF	ZBTB
ENSG00000184828	201501	ZBTB7C	-	TF	ZBTB
ENSG00000185278	84614	ZBTB37	-	TF	ZBTB
ENSG00000185670	79842	ZBTB3	-	TF	ZBTB
ENSG00000186130	10773	ZBTB6	-	TF	ZBTB
ENSG00000196323	29068	ZBTB44	-	TF	ZBTB
ENSG00000198081	7541	ZFP161	-	TF	ZBTB
ENSG00000204366	221527	ZBTB12	-	TF	ZBTB
ENSG00000204859	3104	ZBTB48	-	TF	ZBTB
ENSG00000205189	65986	ZBTB10	-	TF	ZBTB
ENSG00000206366	-	-	-	TF	ZBTB
ENSG00000234196	-	-	-	TF	ZBTB
ENSG00000234852	-	-	-	TF	ZBTB
ENSG00000237900	-	-	-	TF	ZBTB
ENSG00000100426	9889	ZBED4	-	TF	zf-BED
ENSG00000132846	84327	ZBED3	-	TF	zf-BED
ENSG00000177494	79413	ZBED2	-	TF	zf-BED
ENSG00000188070	65998	C11orf95	-	TF	zf-BED
ENSG00000214717	9189	ZBED1	-	TF	zf-BED
ENSG00000095574	64376	IKZF5	-	TF	zf-C2H2
ENSG00000102984	55565	ZNF821	-	TF	zf-C2H2
ENSG00000112200	26036	ZNF451	-	TF	zf-C2H2
ENSG00000005801	7748	ZNF195	-	TF	zf-C2H2
ENSG00000005889	7543	ZFX	-	TF	zf-C2H2
ENSG00000006194	10127	ZNF263	-	TF	zf-C2H2
ENSG00000010539	7752	ZNF200	-	TF	zf-C2H2
ENSG00000010818	3097	HIVEP2	-	TF	zf-C2H2
ENSG00000011451	58525	WIZ	-	TF	zf-C2H2
ENSG00000018869	147948	ZNF582	-	TF	zf-C2H2
ENSG00000019549	6591	SNAI2	-	TF	zf-C2H2
ENSG00000020256	55734	ZFP64	-	TF	zf-C2H2
ENSG00000030419	22807	IKZF2	-	TF	zf-C2H2
ENSG00000043355	7546	ZIC2	-	TF	zf-C2H2
ENSG00000048405	168850	ZNF800	-	TF	zf-C2H2
ENSG00000057657	639	PRDM1	-	TF	zf-C2H2
ENSG00000061455	93166	PRDM6	-	TF	zf-C2H2
ENSG00000062370	7771	ZFP112	-	TF	zf-C2H2
ENSG00000063587	10838	ZNF275	-	TF	zf-C2H2
ENSG00000065029	7629	ZNF76	-	TF	zf-C2H2
ENSG00000066827	57623	ZFAT	-	TF	zf-C2H2
ENSG00000067082	1316	KLF6	-	TF	zf-C2H2
ENSG00000067646	7544	ZFY	-	TF	zf-C2H2
ENSG00000070476	79364	ZXDC	-	TF	zf-C2H2
ENSG00000074047	2736	GLI2	-	TF	zf-C2H2
ENSG00000074657	55205	ZNF532	-	TF	zf-C2H2
ENSG00000075407	7587	ZNF37A	-	TF	zf-C2H2
ENSG00000081386	22869	ZNF510	-	TF	zf-C2H2
ENSG00000081665	440515	ZNF506	-	TF	zf-C2H2
ENSG00000083812	25799	ZNF324	-	TF	zf-C2H2
ENSG00000083814	79891	ZNF671	-	TF	zf-C2H2
ENSG00000083817	55659	ZNF416	-	TF	zf-C2H2
ENSG00000083828	54807	ZNF586	-	TF	zf-C2H2
ENSG00000083838	55663	ZNF446	-	TF	zf-C2H2
ENSG00000083842	7554	ZNF8	-	TF	zf-C2H2
ENSG00000083844	9422	ZNF264	-	TF	zf-C2H2
ENSG00000084093	5978	REST	-	TF	zf-C2H2
ENSG00000085276	2122	MECOM	-	TF	zf-C2H2
ENSG00000085644	7760	ZNF213	-	TF	zf-C2H2
ENSG00000088876	79175	ZNF343	-	TF	zf-C2H2
ENSG00000089335	55900	ZNF302	-	TF	zf-C2H2
ENSG00000090612	10795	ZNF268	-	TF	zf-C2H2
ENSG00000090612	7556	ZNF10	-	TF	zf-C2H2
ENSG00000095951	3096	HIVEP1	-	TF	zf-C2H2
ENSG00000096654	7738	ZNF184	-	TF	zf-C2H2
ENSG00000099326	7593	MZF1	-	TF	zf-C2H2
ENSG00000101115	57167	SALL4	-	TF	zf-C2H2
ENSG00000101493	9658	ZNF516	-	TF	zf-C2H2
ENSG00000102349	11279	KLF8	-	TF	zf-C2H2
ENSG00000102554	688	KLF5	-	TF	zf-C2H2
ENSG00000102870	23361	ZNF629	-	TF	zf-C2H2
ENSG00000102935	23090	ZNF423	-	TF	zf-C2H2
ENSG00000102974	10664	CTCF	-	TF	zf-C2H2
ENSG00000103199	26048	ZNF500	-	TF	zf-C2H2
ENSG00000103343	7727	ZNF174	-	TF	zf-C2H2
ENSG00000103449	6299	SALL1	-	TF	zf-C2H2
ENSG00000103495	4150	MAZ	-	TF	zf-C2H2
ENSG00000105136	79744	ZNF419	-	TF	zf-C2H2
ENSG00000105261	728361	OVOL3	-	TF	zf-C2H2
ENSG00000105497	7728	ZNF175	-	TF	zf-C2H2
ENSG00000105708	7561	ZNF14	-	TF	zf-C2H2
ENSG00000105732	64763	ZNF574	-	TF	zf-C2H2
ENSG00000105750	7639	ZNF85	-	TF	zf-C2H2
ENSG00000105866	6671	SP4	-	TF	zf-C2H2
ENSG00000106261	7586	ZKSCAN1	-	TF	zf-C2H2
ENSG00000106571	2737	GLI3	-	TF	zf-C2H2
ENSG00000107249	169792	GLIS3	-	TF	zf-C2H2
ENSG00000109787	51274	KLF3	-	TF	zf-C2H2
ENSG00000110851	11108	PRDM4	-	TF	zf-C2H2
ENSG00000111087	2735	GLI1	-	TF	zf-C2H2
ENSG00000112238	59336	PRDM13	-	TF	zf-C2H2
ENSG00000115568	7701	ZNF142	-	TF	zf-C2H2
ENSG00000116731	7799	PRDM2	-	TF	zf-C2H2
ENSG00000117010	127396	ZNF684	-	TF	zf-C2H2
ENSG00000118156	84215	ZNF541	-	TF	zf-C2H2
ENSG00000118263	8609	KLF7	-	TF	zf-C2H2
ENSG00000118495	5325	PLAGL1	-	TF	zf-C2H2
ENSG00000118620	80264	ZNF430	-	TF	zf-C2H2
ENSG00000118922	11278	KLF12	-	TF	zf-C2H2
ENSG00000119138	687	KLF9	-	TF	zf-C2H2
ENSG00000119725	57862	ZNF410	-	TF	zf-C2H2
ENSG00000119866	53335	BCL11A	-	TF	zf-C2H2
ENSG00000120738	1958	EGR1	-	TF	zf-C2H2
ENSG00000120784	22835	ZFP30	-	TF	zf-C2H2
ENSG00000121297	57616	TSHZ3	-	TF	zf-C2H2
ENSG00000121406	256051	ZNF549	-	TF	zf-C2H2
ENSG00000121413	65982	ZSCAN18	-	TF	zf-C2H2
ENSG00000121417	10520	ZNF211	-	TF	zf-C2H2
ENSG00000121864	51193	ZNF639	-	TF	zf-C2H2
ENSG00000121903	7579	ZSCAN20	-	TF	zf-C2H2
ENSG00000122034	2971	GTF3A	-	TF	zf-C2H2
ENSG00000122386	7755	ZNF205	-	TF	zf-C2H2
ENSG00000122482	84146	ZNF644	-	TF	zf-C2H2
ENSG00000122877	1959	EGR2	-	TF	zf-C2H2
ENSG00000123411	64375	IKZF4	-	TF	zf-C2H2
ENSG00000124092	140690	CTCFL	-	TF	zf-C2H2
ENSG00000124203	128611	ZNF831	-	TF	zf-C2H2
ENSG00000124216	6615	SNAI1	-	TF	zf-C2H2
ENSG00000124444	79177	ZNF576	-	TF	zf-C2H2
ENSG00000124459	7596	ZNF45	-	TF	zf-C2H2
ENSG00000124496	55809	TRERF1	-	TF	zf-C2H2
ENSG00000124613	346157	ZNF391	-	TF	zf-C2H2
ENSG00000124782	6239	RREB1	-	TF	zf-C2H2
ENSG00000125846	7692	ZNF133	-	TF	zf-C2H2
ENSG00000125850	58495	OVOL2	-	TF	zf-C2H2
ENSG00000125945	80818	ZNF436	-	TF	zf-C2H2
ENSG00000126003	5326	PLAGL2	-	TF	zf-C2H2
ENSG00000126603	84662	GLIS2	-	TF	zf-C2H2
ENSG00000126746	171017	ZNF384	-	TF	zf-C2H2
ENSG00000127081	83744	ZNF484	-	TF	zf-C2H2
ENSG00000127124	59269	HIVEP3	-	TF	zf-C2H2
ENSG00000127152	64919	BCL11B	-	TF	zf-C2H2
ENSG00000127528	10365	KLF2	-	TF	zf-C2H2
ENSG00000127903	-	-	-	TF	zf-C2H2
ENSG00000128000	163131	ZNF780B	-	TF	zf-C2H2
ENSG00000128610	389549	FEZF1	-	TF	zf-C2H2
ENSG00000129911	83855	KLF16	-	TF	zf-C2H2
ENSG00000130182	84891	ZSCAN10	-	TF	zf-C2H2
ENSG00000130544	79230	ZNF557	-	TF	zf-C2H2
ENSG00000130684	26152	ZNF337	-	TF	zf-C2H2
ENSG00000130711	59335	PRDM12	-	TF	zf-C2H2
ENSG00000130803	57693	ZNF317	-	TF	zf-C2H2
ENSG00000130818	79088	ZNF426	-	TF	zf-C2H2
ENSG00000130844	55422	ZNF331	-	TF	zf-C2H2
ENSG00000130856	7776	ZNF236	-	TF	zf-C2H2
ENSG00000131061	84905	ZNF341	-	TF	zf-C2H2
ENSG00000131115	7770	ZNF227	-	TF	zf-C2H2
ENSG00000131127	7700	ZNF141	-	TF	zf-C2H2
ENSG00000131845	57343	ZNF304	-	TF	zf-C2H2
ENSG00000131848	79149	ZSCAN5A	-	TF	zf-C2H2
ENSG00000131849	7691	ZNF132	-	TF	zf-C2H2
ENSG00000132010	7568	ZNF20	-	TF	zf-C2H2
ENSG00000135625	1961	EGR4	-	TF	zf-C2H2
ENSG00000135747	93474	ZNF670	-	TF	zf-C2H2
ENSG00000136451	7716	VEZF1	-	TF	zf-C2H2
ENSG00000136826	9314	KLF4	-	TF	zf-C2H2
ENSG00000136866	7539	ZFP37	-	TF	zf-C2H2
ENSG00000136870	7743	ZNF189	-	TF	zf-C2H2
ENSG00000137185	7746	ZNF193	-	TF	zf-C2H2
ENSG00000137871	54816	ZNF280D	-	TF	zf-C2H2
ENSG00000138738	11107	PRDM5	-	TF	zf-C2H2
ENSG00000139651	283337	ZNF740	-	TF	zf-C2H2
ENSG00000139800	85416	ZIC5	-	TF	zf-C2H2
ENSG00000140265	146050	ZSCAN29	-	TF	zf-C2H2
ENSG00000140548	374655	ZNF710	-	TF	zf-C2H2
ENSG00000140987	54925	ZNF434	-	TF	zf-C2H2
ENSG00000141040	57336	ZNF287	-	TF	zf-C2H2
ENSG00000141946	114026	ZIM3	-	TF	zf-C2H2
ENSG00000141956	63977	PRDM15	-	TF	zf-C2H2
ENSG00000142065	57677	ZFP14	-	TF	zf-C2H2
ENSG00000142409	126208	ZNF787	-	TF	zf-C2H2
ENSG00000142528	25888	ZNF473	-	TF	zf-C2H2
ENSG00000142556	80110	ZNF614	-	TF	zf-C2H2
ENSG00000142611	63976	PRDM16	-	TF	zf-C2H2
ENSG00000143067	90874	ZNF697	-	TF	zf-C2H2
ENSG00000143373	57592	ZNF687	-	TF	zf-C2H2
ENSG00000143867	130497	OSR1	-	TF	zf-C2H2
ENSG00000144026	84874	ZNF514	-	TF	zf-C2H2
ENSG00000144792	285349	ZNF660	-	TF	zf-C2H2
ENSG00000145908	91975	ZNF300	-	TF	zf-C2H2
ENSG00000146587	57786	RBAK	-	TF	zf-C2H2
ENSG00000146757	168374	ZNF92	-	TF	zf-C2H2
ENSG00000147117	7712	ZNF157	-	TF	zf-C2H2
ENSG00000147118	7569	ZNF182	-	TF	zf-C2H2
ENSG00000147124	7592	ZNF41	-	TF	zf-C2H2
ENSG00000147180	7552	ZNF711	-	TF	zf-C2H2
ENSG00000147596	63978	PRDM14	-	TF	zf-C2H2
ENSG00000147789	7553	ZNF7	-	TF	zf-C2H2
ENSG00000149050	7761	ZNF214	-	TF	zf-C2H2
ENSG00000149054	7762	ZNF215	-	TF	zf-C2H2
ENSG00000151514	27164	SALL3	-	TF	zf-C2H2
ENSG00000151612	152485	ZNF827	-	TF	zf-C2H2
ENSG00000152433	284306	ZNF547	-	TF	zf-C2H2
ENSG00000152439	374928	ZNF773	-	TF	zf-C2H2
ENSG00000152443	284309	ZNF776	-	TF	zf-C2H2
ENSG00000152454	10172	ZNF256	-	TF	zf-C2H2
ENSG00000152467	284312	ZSCAN1	-	TF	zf-C2H2
ENSG00000152475	116412	ZNF837	-	TF	zf-C2H2
ENSG00000152784	56978	PRDM8	-	TF	zf-C2H2
ENSG00000152926	51351	ZNF117	-	TF	zf-C2H2
ENSG00000152977	7545	ZIC1	-	TF	zf-C2H2
ENSG00000153266	55079	FEZF2	-	TF	zf-C2H2
ENSG00000153896	148103	ZNF599	-	TF	zf-C2H2
ENSG00000154957	7566	ZNF18	-	TF	zf-C2H2
ENSG00000155090	7071	KLF10	-	TF	zf-C2H2
ENSG00000155592	342357	ZKSCAN2	-	TF	zf-C2H2
ENSG00000156853	115509	ZNF689	-	TF	zf-C2H2
ENSG00000156925	7547	ZIC3	-	TF	zf-C2H2
ENSG00000157429	7567	ZNF19	-	TF	zf-C2H2
ENSG00000158691	9753	ZSCAN12	-	TF	zf-C2H2
ENSG00000158805	92822	ZNF276	-	TF	zf-C2H2
ENSG00000159882	284349	ZNF283	-	TF	zf-C2H2
ENSG00000159882	7638	ZNF221	-	TF	zf-C2H2
ENSG00000159882	7768	ZNF225	-	TF	zf-C2H2
ENSG00000159882	7773	ZNF230	-	TF	zf-C2H2
ENSG00000159885	7673	ZNF222	-	TF	zf-C2H2
ENSG00000159905	10780	ZNF234	-	TF	zf-C2H2
ENSG00000159915	353355	ZNF233	-	TF	zf-C2H2
ENSG00000159917	9310	ZNF235	-	TF	zf-C2H2
ENSG00000160094	149076	ZNF362	-	TF	zf-C2H2
ENSG00000160229	-	-	-	TF	zf-C2H2
ENSG00000160321	7757	ZNF208	-	TF	zf-C2H2
ENSG00000160352	148206	ZNF714	-	TF	zf-C2H2
ENSG00000160908	84124	ZNF394	-	TF	zf-C2H2
ENSG00000160961	84449	ZNF333	-	TF	zf-C2H2
ENSG00000161298	84911	ZNF382	-	TF	zf-C2H2
ENSG00000161405	22806	IKZF3	-	TF	zf-C2H2
ENSG00000161551	84765	ZNF577	-	TF	zf-C2H2
ENSG00000161914	115950	ZNF653	-	TF	zf-C2H2
ENSG00000162086	7627	ZNF75A	-	TF	zf-C2H2
ENSG00000162676	2672	GFI1	-	TF	zf-C2H2
ENSG00000162702	23528	ZNF281	-	TF	zf-C2H2
ENSG00000162714	84838	ZNF496	-	TF	zf-C2H2
ENSG00000163067	7549	ZNF2	-	TF	zf-C2H2
ENSG00000163795	130557	ZNF513	-	TF	zf-C2H2
ENSG00000163848	7707	ZNF148	-	TF	zf-C2H2
ENSG00000163884	28999	KLF15	-	TF	zf-C2H2
ENSG00000164011	51058	ZNF691	-	TF	zf-C2H2
ENSG00000164048	51385	ZNF589	-	TF	zf-C2H2
ENSG00000164256	56979	PRDM9	-	TF	zf-C2H2
ENSG00000164631	7559	ZNF12	-	TF	zf-C2H2
ENSG00000164651	221833	SP8	-	TF	zf-C2H2
ENSG00000164920	116039	OSR2	-	TF	zf-C2H2
ENSG00000165244	195828	ZNF367	-	TF	zf-C2H2
ENSG00000165512	7570	ZNF22	-	TF	zf-C2H2
ENSG00000165702	8328	GFI1B	-	TF	zf-C2H2
ENSG00000165804	51222	ZNF219	-	TF	zf-C2H2
ENSG00000165821	6297	SALL2	-	TF	zf-C2H2
ENSG00000166188	57567	ZNF319	-	TF	zf-C2H2
ENSG00000166261	7753	ZNF202	-	TF	zf-C2H2
ENSG00000166478	7702	ZNF143	-	TF	zf-C2H2
ENSG00000166526	7551	ZNF3	-	TF	zf-C2H2
ENSG00000166529	7589	ZSCAN21	-	TF	zf-C2H2
ENSG00000166704	80095	ZNF606	-	TF	zf-C2H2
ENSG00000167182	6668	SP2	-	TF	zf-C2H2
ENSG00000167232	7644	ZNF91	-	TF	zf-C2H2
ENSG00000167377	7571	ZNF23	-	TF	zf-C2H2
ENSG00000167380	7769	ZNF226	-	TF	zf-C2H2
ENSG00000167383	7772	ZNF229	-	TF	zf-C2H2
ENSG00000167384	7733	ZNF180	-	TF	zf-C2H2
ENSG00000167394	79759	ZNF668	-	TF	zf-C2H2
ENSG00000167395	9726	ZNF646	-	TF	zf-C2H2
ENSG00000167528	121274	ZNF641	-	TF	zf-C2H2
ENSG00000167554	162963	ZNF610	-	TF	zf-C2H2
ENSG00000167555	84436	ZNF528	-	TF	zf-C2H2
ENSG00000167562	55762	ZNF701	-	TF	zf-C2H2
ENSG00000167625	116115	ZNF526	-	TF	zf-C2H2
ENSG00000167635	7705	ZNF146	-	TF	zf-C2H2
ENSG00000167685	55311	ZNF444	-	TF	zf-C2H2
ENSG00000167766	55769	ZNF83	-	TF	zf-C2H2
ENSG00000167785	148156	ZNF558	-	TF	zf-C2H2
ENSG00000167840	7775	ZNF232	-	TF	zf-C2H2
ENSG00000167967	1877	E4F1	-	TF	zf-C2H2
ENSG00000167981	146434	ZNF597	-	TF	zf-C2H2
ENSG00000168348	84684	INSM2	-	TF	zf-C2H2
ENSG00000168661	90075	ZNF30	-	TF	zf-C2H2
ENSG00000168813	22847	ZNF507	-	TF	zf-C2H2
ENSG00000169131	6940	ZNF354A	-	TF	zf-C2H2
ENSG00000169260	-	-	-	TF	zf-C2H2
ENSG00000169554	9839	ZEB2	-	TF	zf-C2H2
ENSG00000169740	7580	ZNF32	-	TF	zf-C2H2
ENSG00000169926	51621	KLF13	-	TF	zf-C2H2
ENSG00000169946	23414	ZFPM2	-	TF	zf-C2H2
ENSG00000169951	92595	ZNF764	-	TF	zf-C2H2
ENSG00000169957	79724	ZNF768	-	TF	zf-C2H2
ENSG00000169981	7584	ZNF35	-	TF	zf-C2H2
ENSG00000170100	197320	ZNF778	-	TF	zf-C2H2
ENSG00000170260	7988	ZNF212	-	TF	zf-C2H2
ENSG00000170265	8427	ZNF282	-	TF	zf-C2H2
ENSG00000170325	56980	PRDM10	-	TF	zf-C2H2
ENSG00000170374	121340	SP7	-	TF	zf-C2H2
ENSG00000170616	83482	SCRT1	-	TF	zf-C2H2
ENSG00000170631	7564	ZNF16	-	TF	zf-C2H2
ENSG00000170684	162979	ZNF296	-	TF	zf-C2H2
ENSG00000170949	90338	ZNF160	-	TF	zf-C2H2
ENSG00000170954	55786	ZNF415	-	TF	zf-C2H2
ENSG00000171161	79894	ZNF672	-	TF	zf-C2H2
ENSG00000171163	55657	ZNF692	-	TF	zf-C2H2
ENSG00000171291	90594	ZNF439	-	TF	zf-C2H2
ENSG00000171295	126070	ZNF440	-	TF	zf-C2H2
ENSG00000171425	51545	ZNF581	-	TF	zf-C2H2
ENSG00000171443	147807	ZNF524	-	TF	zf-C2H2
ENSG00000171466	54811	ZNF562	-	TF	zf-C2H2
ENSG00000171469	93134	ZNF561	-	TF	zf-C2H2
ENSG00000171574	201514	ZNF584	-	TF	zf-C2H2
ENSG00000171606	10782	ZNF274	-	TF	zf-C2H2
ENSG00000171649	284307	ZIK1	-	TF	zf-C2H2
ENSG00000171817	163255	ZNF540	-	TF	zf-C2H2
ENSG00000171827	148268	ZNF570	-	TF	zf-C2H2
ENSG00000171872	128209	KLF17	-	TF	zf-C2H2
ENSG00000171940	7764	ZNF217	-	TF	zf-C2H2
ENSG00000171970	126295	ZNF57	-	TF	zf-C2H2
ENSG00000172000	80032	ZNF556	-	TF	zf-C2H2
ENSG00000172006	115196	ZNF554	-	TF	zf-C2H2
ENSG00000172059	8462	KLF11	-	TF	zf-C2H2
ENSG00000172273	25988	HINFP	-	TF	zf-C2H2
ENSG00000172466	7572	ZNF24	-	TF	zf-C2H2
ENSG00000172748	169270	ZNF596	-	TF	zf-C2H2
ENSG00000172818	5017	OVOL1	-	TF	zf-C2H2
ENSG00000172845	6670	SP3	-	TF	zf-C2H2
ENSG00000172888	285268	ZNF621	-	TF	zf-C2H2
ENSG00000173041	340252	ZNF680	-	TF	zf-C2H2
ENSG00000173068	54796	BNC2	-	TF	zf-C2H2
ENSG00000173258	158399	ZNF483	-	TF	zf-C2H2
ENSG00000173275	203523	ZNF449	-	TF	zf-C2H2
ENSG00000173404	3642	INSM1	-	TF	zf-C2H2
ENSG00000173480	147687	ZNF417	-	TF	zf-C2H2
ENSG00000173875	163049	ZNF791	-	TF	zf-C2H2
ENSG00000174255	7634	ZNF80	-	TF	zf-C2H2
ENSG00000174332	148979	GLIS1	-	TF	zf-C2H2
ENSG00000174586	162968	ZNF497	-	TF	zf-C2H2
ENSG00000174595	136259	KLF14	-	TF	zf-C2H2
ENSG00000174652	10781	ZNF266	-	TF	zf-C2H2
ENSG00000174963	84107	ZIC4	-	TF	zf-C2H2
ENSG00000175213	79797	ZNF408	-	TF	zf-C2H2
ENSG00000175322	162655	ZNF519	-	TF	zf-C2H2
ENSG00000175395	219749	ZNF25	-	TF	zf-C2H2
ENSG00000175691	58492	ZNF77	-	TF	zf-C2H2
ENSG00000175787	169841	ZNF169	-	TF	zf-C2H2
ENSG00000176024	79898	ZNF613	-	TF	zf-C2H2
ENSG00000176083	257101	ZNF683	-	TF	zf-C2H2
ENSG00000176222	-	-	-	TF	zf-C2H2
ENSG00000176293	7694	ZNF135	-	TF	zf-C2H2
ENSG00000176371	54993	ZSCAN2	-	TF	zf-C2H2
ENSG00000176472	284346	ZNF575	-	TF	zf-C2H2
ENSG00000177599	126069	ZNF491	-	TF	zf-C2H2
ENSG00000177842	253639	ZNF620	-	TF	zf-C2H2
